gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,percentageFieldGoalsAttempted2pt,percentageFieldGoalsAttempted3pt,percentagePoints2pt,percentagePointsMidrange2pt,percentagePoints3pt,percentagePointsFastBreak,percentagePointsFreeThrow,percentagePointsOffTurnovers,percentagePointsPaint,percentageAssisted2pt,percentageUnassisted2pt,percentageAssisted3pt,percentageUnassisted3pt,percentageAssistedFGM,percentageUnassistedFGM
0042000123,1610612748,Miami,Heat,MIA,heat,240:00,0.624,0.376,0.548,0.095,0.321,0.095,0.131,0.131,0.452,0.478,0.522,0.889,0.111,0.594,0.406
0042000123,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.596,0.404,0.531,0.212,0.345,0.071,0.124,0.142,0.319,0.467,0.533,0.846,0.154,0.581,0.419
0042000124,1610612748,Miami,Heat,MIA,heat,240:00,0.637,0.363,0.563,0.155,0.32,0.155,0.117,0.126,0.408,0.552,0.448,0.818,0.182,0.625,0.375
0042000124,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.576,0.424,0.55,0.133,0.325,0.092,0.125,0.067,0.417,0.485,0.515,1.0,0.0,0.63,0.37
0042000124,1610612748,Miami,Heat,MIA,heat,240:00,0.637,0.363,0.563,0.155,0.32,0.155,0.117,0.126,0.408,0.552,0.448,0.818,0.182,0.625,0.375
0042000124,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.576,0.424,0.55,0.133,0.325,0.092,0.125,0.067,0.417,0.485,0.515,1.0,0.0,0.63,0.37
0042000131,1610612752,New York,Knicks,NYK,knicks,240:00,0.681,0.319,0.61,0.133,0.286,0.086,0.105,0.038,0.476,0.469,0.531,0.6,0.4,0.5,0.5
0042000131,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.622,0.378,0.561,0.093,0.336,0.084,0.103,0.065,0.467,0.267,0.733,0.75,0.25,0.405,0.595
0042000131,1610612752,New York,Knicks,NYK,knicks,240:00,0.681,0.319,0.61,0.133,0.286,0.086,0.105,0.038,0.476,0.469,0.531,0.6,0.4,0.5,0.5
0042000131,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.622,0.378,0.561,0.093,0.336,0.084,0.103,0.065,0.467,0.267,0.733,0.75,0.25,0.405,0.595
0042000132,1610612752,New York,Knicks,NYK,knicks,240:00,0.649,0.351,0.475,0.059,0.356,0.059,0.168,0.158,0.416,0.292,0.708,0.667,0.333,0.417,0.583
0042000132,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.476,0.524,0.413,0.109,0.391,0.163,0.196,0.12,0.304,0.474,0.526,0.667,0.333,0.548,0.452
0042000132,1610612752,New York,Knicks,NYK,knicks,240:00,0.649,0.351,0.475,0.059,0.356,0.059,0.168,0.158,0.416,0.292,0.708,0.667,0.333,0.417,0.583
0042000132,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.476,0.524,0.413,0.109,0.391,0.163,0.196,0.12,0.304,0.474,0.526,0.667,0.333,0.548,0.452
0042000133,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.667,0.333,0.495,0.076,0.457,0.019,0.048,0.095,0.419,0.538,0.462,0.875,0.125,0.667,0.333
0042000133,1610612752,New York,Knicks,NYK,knicks,240:00,0.63,0.37,0.426,0.106,0.287,0.0,0.287,0.128,0.319,0.45,0.55,0.556,0.444,0.483,0.517
0042000133,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.667,0.333,0.495,0.076,0.457,0.019,0.048,0.095,0.419,0.538,0.462,0.875,0.125,0.667,0.333
0042000133,1610612752,New York,Knicks,NYK,knicks,240:00,0.63,0.37,0.426,0.106,0.287,0.0,0.287,0.128,0.319,0.45,0.55,0.556,0.444,0.483,0.517
0042000134,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.524,0.476,0.372,0.106,0.398,0.106,0.23,0.195,0.265,0.571,0.429,0.8,0.2,0.667,0.333
0042000134,1610612752,New York,Knicks,NYK,knicks,240:00,0.642,0.358,0.521,0.083,0.281,0.094,0.198,0.063,0.438,0.64,0.36,0.889,0.111,0.706,0.294
0042000134,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.524,0.476,0.372,0.106,0.398,0.106,0.23,0.195,0.265,0.571,0.429,0.8,0.2,0.667,0.333
0042000134,1610612752,New York,Knicks,NYK,knicks,240:00,0.642,0.358,0.521,0.083,0.281,0.094,0.198,0.063,0.438,0.64,0.36,0.889,0.111,0.706,0.294
0042000135,1610612752,New York,Knicks,NYK,knicks,240:00,0.634,0.366,0.427,0.09,0.404,0.067,0.169,0.135,0.337,0.474,0.526,0.833,0.167,0.613,0.387
0042000135,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.609,0.391,0.544,0.117,0.262,0.039,0.194,0.175,0.427,0.429,0.571,0.556,0.444,0.459,0.541
0042000135,1610612752,New York,Knicks,NYK,knicks,240:00,0.634,0.366,0.427,0.09,0.404,0.067,0.169,0.135,0.337,0.474,0.526,0.833,0.167,0.613,0.387
0042000135,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.609,0.391,0.544,0.117,0.262,0.039,0.194,0.175,0.427,0.429,0.571,0.556,0.444,0.459,0.541
0042000141,1610612762,Utah,Jazz,UTA,jazz,240:00,0.42,0.58,0.404,0.018,0.33,0.064,0.266,0.11,0.385,0.545,0.455,0.667,0.333,0.588,0.412
0042000141,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.8,0.2,0.679,0.125,0.188,0.107,0.134,0.134,0.554,0.289,0.711,1.0,0.0,0.4,0.6
0042000141,1610612762,Utah,Jazz,UTA,jazz,240:00,0.42,0.58,0.404,0.018,0.33,0.064,0.266,0.11,0.385,0.545,0.455,0.667,0.333,0.588,0.412
0042000141,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.8,0.2,0.679,0.125,0.188,0.107,0.134,0.134,0.554,0.289,0.711,1.0,0.0,0.4,0.6
0042000142,1610612762,Utah,Jazz,UTA,jazz,240:00,0.567,0.433,0.426,0.014,0.404,0.021,0.17,0.035,0.411,0.467,0.533,0.737,0.263,0.571,0.429
0042000142,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.729,0.271,0.589,0.109,0.186,0.147,0.225,0.163,0.481,0.368,0.632,0.75,0.25,0.435,0.565
0042000142,1610612762,Utah,Jazz,UTA,jazz,240:00,0.567,0.433,0.426,0.014,0.404,0.021,0.17,0.035,0.411,0.467,0.533,0.737,0.263,0.571,0.429
0042000142,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.729,0.271,0.589,0.109,0.186,0.147,0.225,0.163,0.481,0.368,0.632,0.75,0.25,0.435,0.565
0042000143,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.59,0.41,0.541,0.054,0.351,0.108,0.108,0.144,0.486,0.367,0.633,0.923,0.077,0.535,0.465
0042000143,1610612762,Utah,Jazz,UTA,jazz,240:00,0.469,0.531,0.347,0.066,0.471,0.066,0.182,0.099,0.281,0.333,0.667,0.526,0.474,0.425,0.575
0042000143,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.59,0.41,0.541,0.054,0.351,0.108,0.108,0.144,0.486,0.367,0.633,0.923,0.077,0.535,0.465
0042000143,1610612762,Utah,Jazz,UTA,jazz,240:00,0.469,0.531,0.347,0.066,0.471,0.066,0.182,0.099,0.281,0.333,0.667,0.526,0.474,0.425,0.575
0042000144,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.62,0.38,0.584,0.018,0.265,0.168,0.15,0.15,0.566,0.515,0.485,0.9,0.1,0.605,0.395
0042000144,1610612762,Utah,Jazz,UTA,jazz,240:00,0.6,0.4,0.367,0.033,0.425,0.167,0.208,0.1,0.333,0.455,0.545,0.765,0.235,0.59,0.41
0042000144,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.62,0.38,0.584,0.018,0.265,0.168,0.15,0.15,0.566,0.515,0.485,0.9,0.1,0.605,0.395
0042000144,1610612762,Utah,Jazz,UTA,jazz,240:00,0.6,0.4,0.367,0.033,0.425,0.167,0.208,0.1,0.333,0.455,0.545,0.765,0.235,0.59,0.41
0042000145,1610612762,Utah,Jazz,UTA,jazz,240:00,0.537,0.463,0.508,0.032,0.405,0.095,0.087,0.19,0.476,0.438,0.563,0.765,0.235,0.551,0.449
0042000145,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.589,0.411,0.545,0.073,0.382,0.118,0.073,0.164,0.473,0.433,0.567,0.714,0.286,0.523,0.477
0042000145,1610612762,Utah,Jazz,UTA,jazz,240:00,0.537,0.463,0.508,0.032,0.405,0.095,0.087,0.19,0.476,0.438,0.563,0.765,0.235,0.551,0.449
0042000145,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,0.589,0.411,0.545,0.073,0.382,0.118,0.073,0.164,0.473,0.433,0.567,0.714,0.286,0.523,0.477
0042000151,1610612756,Phoenix,Suns,PHX,suns,240:00,0.674,0.326,0.626,0.101,0.273,0.162,0.101,0.121,0.525,0.548,0.452,0.778,0.222,0.6,0.4
0042000151,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.658,0.342,0.578,0.089,0.233,0.1,0.189,0.2,0.489,0.5,0.5,0.857,0.143,0.576,0.424
0042000151,1610612756,Phoenix,Suns,PHX,suns,240:00,0.674,0.326,0.626,0.101,0.273,0.162,0.101,0.121,0.525,0.548,0.452,0.778,0.222,0.6,0.4
0042000151,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.658,0.342,0.578,0.089,0.233,0.1,0.189,0.2,0.489,0.5,0.5,0.857,0.143,0.576,0.424
0042000152,1610612756,Phoenix,Suns,PHX,suns,240:00,0.634,0.366,0.49,0.098,0.235,0.039,0.275,0.049,0.392,0.52,0.48,1.0,0.0,0.636,0.364
0042000152,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.588,0.413,0.477,0.092,0.275,0.138,0.248,0.193,0.385,0.615,0.385,0.8,0.2,0.667,0.333
0042000152,1610612756,Phoenix,Suns,PHX,suns,240:00,0.634,0.366,0.49,0.098,0.235,0.039,0.275,0.049,0.392,0.52,0.48,1.0,0.0,0.636,0.364
0042000152,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.588,0.413,0.477,0.092,0.275,0.138,0.248,0.193,0.385,0.615,0.385,0.8,0.2,0.667,0.333
0042000153,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.674,0.326,0.569,0.037,0.193,0.119,0.239,0.156,0.532,0.452,0.548,0.714,0.286,0.5,0.5
0042000153,1610612756,Phoenix,Suns,PHX,suns,240:00,0.646,0.354,0.505,0.105,0.347,0.189,0.147,0.253,0.4,0.583,0.417,0.909,0.091,0.686,0.314
0042000153,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.674,0.326,0.569,0.037,0.193,0.119,0.239,0.156,0.532,0.452,0.548,0.714,0.286,0.5,0.5
0042000153,1610612756,Phoenix,Suns,PHX,suns,240:00,0.646,0.354,0.505,0.105,0.347,0.189,0.147,0.253,0.4,0.583,0.417,0.909,0.091,0.686,0.314
0042000154,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.506,0.494,0.413,0.022,0.424,0.141,0.163,0.13,0.391,0.421,0.579,0.846,0.154,0.594,0.406
0042000154,1610612756,Phoenix,Suns,PHX,suns,240:00,0.588,0.412,0.54,0.1,0.3,0.16,0.16,0.19,0.44,0.519,0.481,1.0,0.0,0.649,0.351
0042000154,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.506,0.494,0.413,0.022,0.424,0.141,0.163,0.13,0.391,0.421,0.579,0.846,0.154,0.594,0.406
0042000154,1610612756,Phoenix,Suns,PHX,suns,240:00,0.588,0.412,0.54,0.1,0.3,0.16,0.16,0.19,0.44,0.519,0.481,1.0,0.0,0.649,0.351
0042000155,1610612756,Phoenix,Suns,PHX,suns,240:00,0.553,0.447,0.504,0.122,0.365,0.096,0.13,0.2,0.383,0.586,0.414,0.857,0.143,0.674,0.326
0042000155,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.583,0.417,0.4,0.024,0.424,0.129,0.176,0.024,0.376,0.412,0.588,0.583,0.417,0.483,0.517
0042000155,1610612756,Phoenix,Suns,PHX,suns,240:00,0.553,0.447,0.504,0.122,0.365,0.096,0.13,0.2,0.383,0.586,0.414,0.857,0.143,0.674,0.326
0042000155,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.583,0.417,0.4,0.024,0.424,0.129,0.176,0.024,0.376,0.412,0.588,0.583,0.417,0.483,0.517
0042000161,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.613,0.387,0.661,0.183,0.303,0.064,0.037,0.073,0.477,0.333,0.667,0.909,0.091,0.468,0.532
0042000161,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.56,0.44,0.39,0.081,0.463,0.049,0.146,0.106,0.309,0.583,0.417,0.789,0.211,0.674,0.326
0042000161,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.613,0.387,0.661,0.183,0.303,0.064,0.037,0.073,0.477,0.333,0.667,0.909,0.091,0.468,0.532
0042000161,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.56,0.44,0.39,0.081,0.463,0.049,0.146,0.106,0.309,0.583,0.417,0.789,0.211,0.674,0.326
0042000162,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.674,0.326,0.531,0.109,0.281,0.125,0.188,0.172,0.422,0.588,0.412,0.75,0.25,0.63,0.37
0042000162,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.548,0.452,0.349,0.055,0.44,0.037,0.211,0.193,0.294,0.474,0.526,0.375,0.625,0.429,0.571
0042000162,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.674,0.326,0.531,0.109,0.281,0.125,0.188,0.172,0.422,0.588,0.412,0.75,0.25,0.63,0.37
0042000162,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.548,0.452,0.349,0.055,0.44,0.037,0.211,0.193,0.294,0.474,0.526,0.375,0.625,0.429,0.571
0042000163,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.55,0.45,0.539,0.07,0.365,0.07,0.096,0.13,0.47,0.355,0.645,0.643,0.357,0.444,0.556
0042000163,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.548,0.452,0.317,0.067,0.5,0.075,0.183,0.075,0.25,0.474,0.526,0.75,0.25,0.615,0.385
0042000163,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.55,0.45,0.539,0.07,0.365,0.07,0.096,0.13,0.47,0.355,0.645,0.643,0.357,0.444,0.556
0042000163,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.548,0.452,0.317,0.067,0.5,0.075,0.183,0.075,0.25,0.474,0.526,0.75,0.25,0.615,0.385
0042000164,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.607,0.393,0.522,0.122,0.313,0.174,0.165,0.104,0.4,0.467,0.533,0.833,0.167,0.571,0.429
0042000164,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.532,0.468,0.4,0.0,0.411,0.179,0.189,0.042,0.4,0.368,0.632,1.0,0.0,0.625,0.375
0042000164,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.607,0.393,0.522,0.122,0.313,0.174,0.165,0.104,0.4,0.467,0.533,0.833,0.167,0.571,0.429
0042000164,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.532,0.468,0.4,0.0,0.411,0.179,0.189,0.042,0.4,0.368,0.632,1.0,0.0,0.625,0.375
0042000165,1610612743,Denver,Nuggets,DEN,nuggets,290:00,0.577,0.423,0.408,0.122,0.408,0.034,0.184,0.102,0.286,0.533,0.467,0.85,0.15,0.66,0.34
0042000165,1610612757,Portland,Trail Blazers,POR,blazers,290:00,0.534,0.466,0.371,0.071,0.45,0.121,0.179,0.1,0.3,0.538,0.462,0.524,0.476,0.532,0.468
0042000165,1610612743,Denver,Nuggets,DEN,nuggets,290:00,0.577,0.423,0.408,0.122,0.408,0.034,0.184,0.102,0.286,0.533,0.467,0.85,0.15,0.66,0.34
0042000165,1610612757,Portland,Trail Blazers,POR,blazers,290:00,0.534,0.466,0.371,0.071,0.45,0.121,0.179,0.1,0.3,0.538,0.462,0.524,0.476,0.532,0.468
0042000166,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.544,0.456,0.435,0.104,0.391,0.087,0.174,0.104,0.33,0.52,0.48,0.733,0.267,0.6,0.4
0042000166,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.605,0.395,0.46,0.063,0.357,0.143,0.183,0.119,0.397,0.517,0.483,0.867,0.133,0.636,0.364
0042000166,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.544,0.456,0.435,0.104,0.391,0.087,0.174,0.104,0.33,0.52,0.48,0.733,0.267,0.6,0.4
0042000166,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.605,0.395,0.46,0.063,0.357,0.143,0.183,0.119,0.397,0.517,0.483,0.867,0.133,0.636,0.364
0042000171,1610612746,LA,Clippers,LAC,clippers,240:00,0.524,0.476,0.505,0.136,0.32,0.039,0.175,0.165,0.369,0.462,0.538,0.909,0.091,0.595,0.405
0042000171,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.526,0.474,0.372,0.088,0.451,0.0,0.177,0.044,0.283,0.476,0.524,0.706,0.294,0.579,0.421
0042000171,1610612746,LA,Clippers,LAC,clippers,240:00,0.524,0.476,0.505,0.136,0.32,0.039,0.175,0.165,0.369,0.462,0.538,0.909,0.091,0.595,0.405
0042000171,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.526,0.474,0.372,0.088,0.451,0.0,0.177,0.044,0.283,0.476,0.524,0.706,0.294,0.579,0.421
0042000172,1610612746,LA,Clippers,LAC,clippers,240:00,0.607,0.393,0.529,0.033,0.322,0.107,0.149,0.124,0.496,0.344,0.656,0.923,0.077,0.511,0.489
0042000172,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.585,0.415,0.472,0.094,0.425,0.039,0.102,0.142,0.378,0.433,0.567,0.667,0.333,0.521,0.479
0042000172,1610612746,LA,Clippers,LAC,clippers,240:00,0.607,0.393,0.529,0.033,0.322,0.107,0.149,0.124,0.496,0.344,0.656,0.923,0.077,0.511,0.489
0042000172,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.585,0.415,0.472,0.094,0.425,0.039,0.102,0.142,0.378,0.433,0.567,0.667,0.333,0.521,0.479
0042000173,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.547,0.453,0.333,0.111,0.556,0.037,0.111,0.093,0.222,0.333,0.667,0.55,0.45,0.447,0.553
0042000173,1610612746,LA,Clippers,LAC,clippers,240:00,0.592,0.408,0.525,0.136,0.331,0.102,0.144,0.11,0.39,0.452,0.548,0.769,0.231,0.545,0.455
0042000173,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.547,0.453,0.333,0.111,0.556,0.037,0.111,0.093,0.222,0.333,0.667,0.55,0.45,0.447,0.553
0042000173,1610612746,LA,Clippers,LAC,clippers,240:00,0.592,0.408,0.525,0.136,0.331,0.102,0.144,0.11,0.39,0.452,0.548,0.769,0.231,0.545,0.455
0042000174,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.663,0.337,0.642,0.123,0.185,0.049,0.173,0.136,0.519,0.462,0.538,0.6,0.4,0.484,0.516
0042000174,1610612746,LA,Clippers,LAC,clippers,240:00,0.571,0.429,0.453,0.038,0.368,0.16,0.179,0.047,0.415,0.208,0.792,0.846,0.154,0.432,0.568
0042000174,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.663,0.337,0.642,0.123,0.185,0.049,0.173,0.136,0.519,0.462,0.538,0.6,0.4,0.484,0.516
0042000174,1610612746,LA,Clippers,LAC,clippers,240:00,0.571,0.429,0.453,0.038,0.368,0.16,0.179,0.047,0.415,0.208,0.792,0.846,0.154,0.432,0.568
0042000175,1610612746,LA,Clippers,LAC,clippers,240:00,0.525,0.475,0.38,0.0,0.42,0.08,0.2,0.09,0.38,0.579,0.421,1.0,0.0,0.758,0.242
0042000175,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.596,0.404,0.438,0.095,0.4,0.057,0.162,0.105,0.343,0.522,0.478,0.643,0.357,0.568,0.432
0042000175,1610612746,LA,Clippers,LAC,clippers,240:00,0.525,0.475,0.38,0.0,0.42,0.08,0.2,0.09,0.38,0.579,0.421,1.0,0.0,0.758,0.242
0042000175,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.596,0.404,0.438,0.095,0.4,0.057,0.162,0.105,0.343,0.522,0.478,0.643,0.357,0.568,0.432
0042000176,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.618,0.382,0.536,0.062,0.34,0.113,0.124,0.155,0.474,0.538,0.462,0.818,0.182,0.622,0.378
0042000176,1610612746,LA,Clippers,LAC,clippers,240:00,0.558,0.442,0.5,0.231,0.288,0.106,0.212,0.087,0.269,0.462,0.538,0.6,0.4,0.5,0.5
0042000176,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.618,0.382,0.536,0.062,0.34,0.113,0.124,0.155,0.474,0.538,0.462,0.818,0.182,0.622,0.378
0042000176,1610612746,LA,Clippers,LAC,clippers,240:00,0.558,0.442,0.5,0.231,0.288,0.106,0.212,0.087,0.269,0.462,0.538,0.6,0.4,0.5,0.5
0042000177,1610612746,LA,Clippers,LAC,clippers,240:00,0.476,0.524,0.333,0.079,0.476,0.032,0.19,0.135,0.254,0.524,0.476,0.95,0.05,0.732,0.268
0042000177,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.604,0.396,0.631,0.072,0.27,0.072,0.099,0.081,0.559,0.486,0.514,0.5,0.5,0.489,0.511
0042000177,1610612746,LA,Clippers,LAC,clippers,240:00,0.476,0.524,0.333,0.079,0.476,0.032,0.19,0.135,0.254,0.524,0.476,0.95,0.05,0.732,0.268
0042000177,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.604,0.396,0.631,0.072,0.27,0.072,0.099,0.081,0.559,0.486,0.514,0.5,0.5,0.489,0.511
0042000201,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.646,0.354,0.565,0.097,0.242,0.129,0.194,0.194,0.468,0.457,0.543,0.9,0.1,0.556,0.444
0042000201,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.453,0.547,0.375,0.063,0.469,0.078,0.156,0.219,0.313,0.375,0.625,0.7,0.3,0.523,0.477
0042000201,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.646,0.354,0.565,0.097,0.242,0.129,0.194,0.194,0.468,0.457,0.543,0.9,0.1,0.556,0.444
0042000201,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.453,0.547,0.375,0.063,0.469,0.078,0.156,0.219,0.313,0.375,0.625,0.7,0.3,0.523,0.477
0042000202,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.701,0.299,0.576,0.136,0.305,0.169,0.119,0.237,0.441,0.529,0.471,0.917,0.083,0.63,0.37
0042000202,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.639,0.361,0.529,0.098,0.324,0.088,0.147,0.069,0.431,0.407,0.593,0.818,0.182,0.526,0.474
0042000202,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.701,0.299,0.576,0.136,0.305,0.169,0.119,0.237,0.441,0.529,0.471,0.917,0.083,0.63,0.37
0042000202,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.639,0.361,0.529,0.098,0.324,0.088,0.147,0.069,0.431,0.407,0.593,0.818,0.182,0.526,0.474
0042000203,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.72,0.28,0.595,0.072,0.162,0.054,0.243,0.108,0.523,0.364,0.636,0.5,0.5,0.385,0.615
0042000203,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.734,0.266,0.567,0.047,0.236,0.118,0.197,0.094,0.52,0.583,0.417,0.7,0.3,0.609,0.391
0042000203,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.72,0.28,0.595,0.072,0.162,0.054,0.243,0.108,0.523,0.364,0.636,0.5,0.5,0.385,0.615
0042000203,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.734,0.266,0.567,0.047,0.236,0.118,0.197,0.094,0.52,0.583,0.417,0.7,0.3,0.609,0.391
0042000204,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.604,0.396,0.485,0.097,0.35,0.087,0.165,0.078,0.388,0.56,0.44,0.833,0.167,0.649,0.351
0042000204,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.682,0.318,0.52,0.18,0.33,0.05,0.15,0.09,0.34,0.577,0.423,0.727,0.273,0.622,0.378
0042000204,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.604,0.396,0.485,0.097,0.35,0.087,0.165,0.078,0.388,0.56,0.44,0.833,0.167,0.649,0.351
0042000204,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.682,0.318,0.52,0.18,0.33,0.05,0.15,0.09,0.34,0.577,0.423,0.727,0.273,0.622,0.378
0042000205,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.6,0.4,0.415,0.132,0.368,0.142,0.217,0.085,0.283,0.318,0.682,1.0,0.0,0.571,0.429
0042000205,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.694,0.306,0.55,0.239,0.248,0.083,0.202,0.229,0.312,0.267,0.733,0.667,0.333,0.359,0.641
0042000205,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.6,0.4,0.415,0.132,0.368,0.142,0.217,0.085,0.283,0.318,0.682,1.0,0.0,0.571,0.429
0042000205,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.694,0.306,0.55,0.239,0.248,0.083,0.202,0.229,0.312,0.267,0.733,0.667,0.333,0.359,0.641
0042000206,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.663,0.337,0.566,0.081,0.303,0.152,0.131,0.121,0.485,0.5,0.5,0.5,0.5,0.5,0.5
0042000206,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.688,0.312,0.5,0.077,0.346,0.115,0.154,0.106,0.423,0.231,0.769,0.75,0.25,0.395,0.605
0042000206,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.663,0.337,0.566,0.081,0.303,0.152,0.131,0.121,0.485,0.5,0.5,0.5,0.5,0.5,0.5
0042000206,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.688,0.312,0.5,0.077,0.346,0.115,0.154,0.106,0.423,0.231,0.769,0.75,0.25,0.395,0.605
0042000207,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.65,0.35,0.521,0.083,0.281,0.24,0.198,0.104,0.438,0.68,0.32,1.0,0.0,0.765,0.235
0042000207,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.667,0.333,0.563,0.214,0.204,0.117,0.233,0.146,0.35,0.552,0.448,0.857,0.143,0.611,0.389
0042000207,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.65,0.35,0.521,0.083,0.281,0.24,0.198,0.104,0.438,0.68,0.32,1.0,0.0,0.765,0.235
0042000207,1610612737,Atlanta,Hawks,ATL,hawks,240:00,0.667,0.333,0.563,0.214,0.204,0.117,0.233,0.146,0.35,0.552,0.448,0.857,0.143,0.611,0.389
0042000211,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.602,0.398,0.539,0.122,0.391,0.104,0.07,0.157,0.417,0.484,0.516,0.667,0.333,0.543,0.457
0042000211,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.703,0.297,0.729,0.056,0.168,0.103,0.103,0.131,0.673,0.436,0.564,0.667,0.333,0.467,0.533
