gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,percentageFieldGoalsAttempted2pt,percentageFieldGoalsAttempted3pt,percentagePoints2pt,percentagePointsMidrange2pt,percentagePoints3pt,percentagePointsFastBreak,percentagePointsFreeThrow,percentagePointsOffTurnovers,percentagePointsPaint,percentageAssisted2pt,percentageUnassisted2pt,percentageAssisted3pt,percentageUnassisted3pt,percentageAssistedFGM,percentageUnassistedFGM
0041900101,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.533,0.467,0.455,0.073,0.382,0.091,0.164,0.127,0.382,0.64,0.36,0.857,0.143,0.718,0.282
0041900101,1610612753,Orlando,Magic,ORL,magic,240:00,0.539,0.461,0.459,0.148,0.393,0.098,0.148,0.205,0.311,0.536,0.464,0.875,0.125,0.659,0.341
0041900101,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.533,0.467,0.455,0.073,0.382,0.091,0.164,0.127,0.382,0.64,0.36,0.857,0.143,0.718,0.282
0041900101,1610612753,Orlando,Magic,ORL,magic,240:00,0.539,0.461,0.459,0.148,0.393,0.098,0.148,0.205,0.311,0.536,0.464,0.875,0.125,0.659,0.341
0041900102,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.539,0.461,0.486,0.108,0.405,0.054,0.108,0.099,0.378,0.444,0.556,0.933,0.067,0.619,0.381
0041900102,1610612753,Orlando,Magic,ORL,magic,240:00,0.629,0.371,0.5,0.25,0.219,0.083,0.281,0.167,0.25,0.5,0.5,0.857,0.143,0.581,0.419
0041900102,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.539,0.461,0.486,0.108,0.405,0.054,0.108,0.099,0.378,0.444,0.556,0.933,0.067,0.619,0.381
0041900102,1610612753,Orlando,Magic,ORL,magic,240:00,0.629,0.371,0.5,0.25,0.219,0.083,0.281,0.167,0.25,0.5,0.5,0.857,0.143,0.581,0.419
0041900103,1610612753,Orlando,Magic,ORL,magic,240:00,0.536,0.464,0.355,0.112,0.533,0.103,0.112,0.187,0.243,0.579,0.421,0.684,0.316,0.632,0.368
0041900103,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.549,0.451,0.479,0.066,0.421,0.116,0.099,0.207,0.413,0.483,0.517,0.765,0.235,0.587,0.413
0041900103,1610612753,Orlando,Magic,ORL,magic,240:00,0.536,0.464,0.355,0.112,0.533,0.103,0.112,0.187,0.243,0.579,0.421,0.684,0.316,0.632,0.368
0041900103,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.549,0.451,0.479,0.066,0.421,0.116,0.099,0.207,0.413,0.483,0.517,0.765,0.235,0.587,0.413
0041900104,1610612753,Orlando,Magic,ORL,magic,240:00,0.483,0.517,0.34,0.151,0.509,0.094,0.151,0.094,0.189,0.5,0.5,0.944,0.056,0.722,0.278
0041900104,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.549,0.451,0.463,0.116,0.421,0.074,0.116,0.14,0.347,0.536,0.464,0.824,0.176,0.644,0.356
0041900104,1610612753,Orlando,Magic,ORL,magic,240:00,0.483,0.517,0.34,0.151,0.509,0.094,0.151,0.094,0.189,0.5,0.5,0.944,0.056,0.722,0.278
0041900104,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.549,0.451,0.463,0.116,0.421,0.074,0.116,0.14,0.347,0.536,0.464,0.824,0.176,0.644,0.356
0041900105,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.489,0.511,0.407,0.051,0.407,0.076,0.186,0.136,0.356,0.625,0.375,0.75,0.25,0.675,0.325
0041900105,1610612753,Orlando,Magic,ORL,magic,240:00,0.564,0.436,0.423,0.135,0.433,0.067,0.144,0.173,0.288,0.455,0.545,0.8,0.2,0.595,0.405
0041900105,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,0.489,0.511,0.407,0.051,0.407,0.076,0.186,0.136,0.356,0.625,0.375,0.75,0.25,0.675,0.325
0041900105,1610612753,Orlando,Magic,ORL,magic,240:00,0.564,0.436,0.423,0.135,0.433,0.067,0.144,0.173,0.288,0.455,0.545,0.8,0.2,0.595,0.405
0041900111,1610612761,Toronto,Raptors,TOR,raptors,240:00,0.482,0.518,0.269,0.06,0.493,0.142,0.239,0.127,0.209,0.5,0.5,0.773,0.227,0.65,0.35
0041900111,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.543,0.457,0.545,0.127,0.355,0.145,0.1,0.145,0.418,0.667,0.333,1.0,0.0,0.767,0.233
0041900111,1610612761,Toronto,Raptors,TOR,raptors,240:00,0.482,0.518,0.269,0.06,0.493,0.142,0.239,0.127,0.209,0.5,0.5,0.773,0.227,0.65,0.35
0041900111,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.543,0.457,0.545,0.127,0.355,0.145,0.1,0.145,0.418,0.667,0.333,1.0,0.0,0.767,0.233
0041900112,1610612761,Toronto,Raptors,TOR,raptors,240:00,0.598,0.402,0.558,0.115,0.26,0.144,0.183,0.221,0.442,0.552,0.448,0.667,0.333,0.579,0.421
0041900112,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.518,0.482,0.384,0.061,0.424,0.121,0.192,0.061,0.323,0.579,0.421,1.0,0.0,0.758,0.242
0041900112,1610612761,Toronto,Raptors,TOR,raptors,240:00,0.598,0.402,0.558,0.115,0.26,0.144,0.183,0.221,0.442,0.552,0.448,0.667,0.333,0.579,0.421
0041900112,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.518,0.482,0.384,0.061,0.424,0.121,0.192,0.061,0.323,0.579,0.421,1.0,0.0,0.758,0.242
0041900113,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.433,0.567,0.304,0.065,0.522,0.174,0.174,0.196,0.239,0.643,0.357,0.938,0.063,0.8,0.2
0041900113,1610612761,Toronto,Raptors,TOR,raptors,240:00,0.582,0.418,0.479,0.085,0.462,0.171,0.06,0.103,0.393,0.75,0.25,0.778,0.222,0.761,0.239
0041900113,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.433,0.567,0.304,0.065,0.522,0.174,0.174,0.196,0.239,0.643,0.357,0.938,0.063,0.8,0.2
0041900113,1610612761,Toronto,Raptors,TOR,raptors,240:00,0.582,0.418,0.479,0.085,0.462,0.171,0.06,0.103,0.393,0.75,0.25,0.778,0.222,0.761,0.239
0041900114,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.49,0.51,0.328,0.098,0.467,0.156,0.205,0.082,0.23,0.55,0.45,0.526,0.474,0.538,0.462
0041900114,1610612761,Toronto,Raptors,TOR,raptors,240:00,0.535,0.465,0.453,0.067,0.44,0.133,0.107,0.12,0.387,0.588,0.412,0.864,0.136,0.696,0.304
0041900114,1610612751,Brooklyn,Nets,BKN,nets,240:00,0.49,0.51,0.328,0.098,0.467,0.156,0.205,0.082,0.23,0.55,0.45,0.526,0.474,0.538,0.462
0041900114,1610612761,Toronto,Raptors,TOR,raptors,240:00,0.535,0.465,0.453,0.067,0.44,0.133,0.107,0.12,0.387,0.588,0.412,0.864,0.136,0.696,0.304
0041900121,1610612738,Boston,Celtics,BOS,celtics,240:00,0.656,0.344,0.514,0.183,0.275,0.165,0.211,0.193,0.33,0.5,0.5,0.8,0.2,0.579,0.421
0041900121,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.663,0.338,0.554,0.099,0.267,0.079,0.178,0.069,0.455,0.5,0.5,1.0,0.0,0.622,0.378
0041900121,1610612738,Boston,Celtics,BOS,celtics,240:00,0.656,0.344,0.514,0.183,0.275,0.165,0.211,0.193,0.33,0.5,0.5,0.8,0.2,0.579,0.421
0041900121,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.663,0.338,0.554,0.099,0.267,0.079,0.178,0.069,0.455,0.5,0.5,1.0,0.0,0.622,0.378
0041900122,1610612738,Boston,Celtics,BOS,celtics,240:00,0.5,0.5,0.391,0.094,0.445,0.133,0.164,0.094,0.297,0.36,0.64,0.579,0.421,0.455,0.545
0041900122,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.734,0.266,0.554,0.158,0.149,0.01,0.297,0.05,0.396,0.571,0.429,1.0,0.0,0.636,0.364
0041900122,1610612738,Boston,Celtics,BOS,celtics,240:00,0.5,0.5,0.391,0.094,0.445,0.133,0.164,0.094,0.297,0.36,0.64,0.579,0.421,0.455,0.545
0041900122,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.734,0.266,0.554,0.158,0.149,0.01,0.297,0.05,0.396,0.571,0.429,1.0,0.0,0.636,0.364
0041900123,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.589,0.411,0.404,0.085,0.287,0.085,0.309,0.191,0.319,0.263,0.737,1.0,0.0,0.5,0.5
0041900123,1610612738,Boston,Celtics,BOS,celtics,240:00,0.644,0.356,0.549,0.118,0.235,0.216,0.216,0.216,0.431,0.393,0.607,0.5,0.5,0.417,0.583
0041900123,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.589,0.411,0.404,0.085,0.287,0.085,0.309,0.191,0.319,0.263,0.737,1.0,0.0,0.5,0.5
0041900123,1610612738,Boston,Celtics,BOS,celtics,240:00,0.644,0.356,0.549,0.118,0.235,0.216,0.216,0.216,0.431,0.393,0.607,0.5,0.5,0.417,0.583
0041900124,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.585,0.415,0.491,0.17,0.255,0.019,0.255,0.198,0.321,0.308,0.692,0.444,0.556,0.343,0.657
0041900124,1610612738,Boston,Celtics,BOS,celtics,240:00,0.573,0.427,0.473,0.127,0.327,0.091,0.2,0.091,0.345,0.5,0.5,0.5,0.5,0.5,0.5
0041900124,1610612755,Philadelphia,76ers,PHI,sixers,240:00,0.585,0.415,0.491,0.17,0.255,0.019,0.255,0.198,0.321,0.308,0.692,0.444,0.556,0.343,0.657
0041900124,1610612738,Boston,Celtics,BOS,celtics,240:00,0.573,0.427,0.473,0.127,0.327,0.091,0.2,0.091,0.345,0.5,0.5,0.5,0.5,0.5,0.5
0041900131,1610612754,Indiana,Pacers,IND,pacers,240:00,0.684,0.316,0.515,0.119,0.297,0.119,0.188,0.119,0.396,0.577,0.423,0.7,0.3,0.611,0.389
0041900131,1610612748,Miami,Heat,MIA,heat,240:00,0.568,0.432,0.478,0.106,0.345,0.124,0.177,0.204,0.372,0.407,0.593,0.846,0.154,0.55,0.45
0041900131,1610612754,Indiana,Pacers,IND,pacers,240:00,0.684,0.316,0.515,0.119,0.297,0.119,0.188,0.119,0.396,0.577,0.423,0.7,0.3,0.611,0.389
0041900131,1610612748,Miami,Heat,MIA,heat,240:00,0.568,0.432,0.478,0.106,0.345,0.124,0.177,0.204,0.372,0.407,0.593,0.846,0.154,0.55,0.45
0041900132,1610612754,Indiana,Pacers,IND,pacers,240:00,0.58,0.42,0.48,0.08,0.36,0.09,0.16,0.22,0.4,0.708,0.292,0.667,0.333,0.694,0.306
0041900132,1610612748,Miami,Heat,MIA,heat,240:00,0.539,0.461,0.33,0.018,0.495,0.073,0.174,0.156,0.312,0.611,0.389,0.889,0.111,0.75,0.25
0041900132,1610612754,Indiana,Pacers,IND,pacers,240:00,0.58,0.42,0.48,0.08,0.36,0.09,0.16,0.22,0.4,0.708,0.292,0.667,0.333,0.694,0.306
0041900132,1610612748,Miami,Heat,MIA,heat,240:00,0.539,0.461,0.33,0.018,0.495,0.073,0.174,0.156,0.312,0.611,0.389,0.889,0.111,0.75,0.25
0041900133,1610612748,Miami,Heat,MIA,heat,240:00,0.56,0.44,0.339,0.032,0.315,0.056,0.347,0.137,0.306,0.476,0.524,1.0,0.0,0.676,0.324
0041900133,1610612754,Indiana,Pacers,IND,pacers,240:00,0.607,0.393,0.504,0.139,0.313,0.191,0.183,0.148,0.365,0.448,0.552,0.833,0.167,0.561,0.439
0041900133,1610612748,Miami,Heat,MIA,heat,240:00,0.56,0.44,0.339,0.032,0.315,0.056,0.347,0.137,0.306,0.476,0.524,1.0,0.0,0.676,0.324
0041900133,1610612754,Indiana,Pacers,IND,pacers,240:00,0.607,0.393,0.504,0.139,0.313,0.191,0.183,0.148,0.365,0.448,0.552,0.833,0.167,0.561,0.439
0041900134,1610612748,Miami,Heat,MIA,heat,240:00,0.67,0.33,0.646,0.141,0.242,0.071,0.111,0.101,0.505,0.5,0.5,1.0,0.0,0.6,0.4
0041900134,1610612754,Indiana,Pacers,IND,pacers,240:00,0.538,0.463,0.437,0.092,0.483,0.103,0.08,0.172,0.345,0.421,0.579,0.857,0.143,0.606,0.394
0041900134,1610612748,Miami,Heat,MIA,heat,240:00,0.67,0.33,0.646,0.141,0.242,0.071,0.111,0.101,0.505,0.5,0.5,1.0,0.0,0.6,0.4
0041900134,1610612754,Indiana,Pacers,IND,pacers,240:00,0.538,0.463,0.437,0.092,0.483,0.103,0.08,0.172,0.345,0.421,0.579,0.857,0.143,0.606,0.394
0041900141,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.67,0.33,0.624,0.086,0.161,0.161,0.215,0.215,0.538,0.586,0.414,1.0,0.0,0.647,0.353
0041900141,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.57,0.43,0.36,0.08,0.39,0.1,0.25,0.1,0.28,0.5,0.5,0.692,0.308,0.581,0.419
0041900141,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.67,0.33,0.624,0.086,0.161,0.161,0.215,0.215,0.538,0.586,0.414,1.0,0.0,0.647,0.353
0041900141,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.57,0.43,0.36,0.08,0.39,0.1,0.25,0.1,0.28,0.5,0.5,0.692,0.308,0.581,0.419
0041900142,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.587,0.413,0.541,0.072,0.378,0.063,0.081,0.153,0.468,0.5,0.5,0.786,0.214,0.591,0.409
0041900142,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.659,0.341,0.591,0.136,0.273,0.148,0.136,0.148,0.455,0.308,0.692,0.75,0.25,0.412,0.588
0041900142,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.587,0.413,0.541,0.072,0.378,0.063,0.081,0.153,0.468,0.5,0.5,0.786,0.214,0.591,0.409
0041900142,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.659,0.341,0.591,0.136,0.273,0.148,0.136,0.148,0.455,0.308,0.692,0.75,0.25,0.412,0.588
0041900143,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.632,0.368,0.5,0.167,0.333,0.111,0.167,0.157,0.333,0.37,0.63,0.583,0.417,0.436,0.564
0041900143,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.615,0.385,0.5,0.121,0.259,0.112,0.241,0.121,0.379,0.655,0.345,0.7,0.3,0.667,0.333
0041900143,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.632,0.368,0.5,0.167,0.333,0.111,0.167,0.157,0.333,0.37,0.63,0.583,0.417,0.436,0.564
0041900143,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.615,0.385,0.5,0.121,0.259,0.112,0.241,0.121,0.379,0.655,0.345,0.7,0.3,0.667,0.333
0041900144,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.685,0.315,0.487,0.122,0.313,0.096,0.2,0.2,0.365,0.429,0.571,0.667,0.333,0.5,0.5
0041900144,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.552,0.448,0.474,0.133,0.378,0.185,0.148,0.215,0.341,0.5,0.5,0.765,0.235,0.592,0.408
0041900144,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.685,0.315,0.487,0.122,0.313,0.096,0.2,0.2,0.365,0.429,0.571,0.667,0.333,0.5,0.5
0041900144,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.552,0.448,0.474,0.133,0.378,0.185,0.148,0.215,0.341,0.5,0.5,0.765,0.235,0.592,0.408
0041900145,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.591,0.409,0.519,0.076,0.321,0.084,0.16,0.198,0.443,0.441,0.559,0.857,0.143,0.563,0.438
0041900145,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.71,0.29,0.508,0.131,0.32,0.098,0.172,0.164,0.377,0.355,0.645,0.692,0.308,0.455,0.545
0041900145,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,0.591,0.409,0.519,0.076,0.321,0.084,0.16,0.198,0.443,0.441,0.559,0.857,0.143,0.563,0.438
0041900145,1610612757,Portland,Trail Blazers,POR,blazers,240:00,0.71,0.29,0.508,0.131,0.32,0.098,0.172,0.164,0.377,0.355,0.645,0.692,0.308,0.455,0.545
0041900151,1610612746,LA,Clippers,LAC,clippers,240:00,0.6,0.4,0.542,0.153,0.331,0.136,0.127,0.186,0.39,0.25,0.75,0.769,0.231,0.4,0.6
0041900151,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.469,0.531,0.4,0.073,0.409,0.073,0.191,0.118,0.327,0.227,0.773,0.867,0.133,0.486,0.514
0041900151,1610612746,LA,Clippers,LAC,clippers,240:00,0.6,0.4,0.542,0.153,0.331,0.136,0.127,0.186,0.39,0.25,0.75,0.769,0.231,0.4,0.6
0041900151,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.469,0.531,0.4,0.073,0.409,0.073,0.191,0.118,0.327,0.227,0.773,0.867,0.133,0.486,0.514
0041900152,1610612746,LA,Clippers,LAC,clippers,240:00,0.595,0.405,0.474,0.105,0.263,0.079,0.263,0.07,0.368,0.259,0.741,0.9,0.1,0.432,0.568
0041900152,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.67,0.33,0.488,0.126,0.307,0.039,0.205,0.15,0.362,0.516,0.484,0.692,0.308,0.568,0.432
0041900152,1610612746,LA,Clippers,LAC,clippers,240:00,0.595,0.405,0.474,0.105,0.263,0.079,0.263,0.07,0.368,0.259,0.741,0.9,0.1,0.432,0.568
0041900152,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.67,0.33,0.488,0.126,0.307,0.039,0.205,0.15,0.362,0.516,0.484,0.692,0.308,0.568,0.432
0041900153,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.506,0.494,0.443,0.066,0.418,0.098,0.139,0.09,0.377,0.481,0.519,0.824,0.176,0.614,0.386
0041900153,1610612746,LA,Clippers,LAC,clippers,240:00,0.622,0.378,0.508,0.062,0.323,0.062,0.169,0.085,0.446,0.364,0.636,0.857,0.143,0.511,0.489
0041900153,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.506,0.494,0.443,0.066,0.418,0.098,0.139,0.09,0.377,0.481,0.519,0.824,0.176,0.614,0.386
0041900153,1610612746,LA,Clippers,LAC,clippers,240:00,0.622,0.378,0.508,0.062,0.323,0.062,0.169,0.085,0.446,0.364,0.636,0.857,0.143,0.511,0.489
0041900154,1610612742,Dallas,Mavericks,DAL,mavericks,265:00,0.654,0.346,0.578,0.119,0.289,0.044,0.133,0.081,0.459,0.308,0.692,0.615,0.385,0.385,0.615
0041900154,1610612746,LA,Clippers,LAC,clippers,265:00,0.608,0.392,0.466,0.075,0.316,0.09,0.218,0.128,0.391,0.258,0.742,0.786,0.214,0.422,0.578
0041900154,1610612742,Dallas,Mavericks,DAL,mavericks,265:00,0.654,0.346,0.578,0.119,0.289,0.044,0.133,0.081,0.459,0.308,0.692,0.615,0.385,0.385,0.615
0041900154,1610612746,LA,Clippers,LAC,clippers,265:00,0.608,0.392,0.466,0.075,0.316,0.09,0.218,0.128,0.391,0.258,0.742,0.786,0.214,0.422,0.578
0041900155,1610612746,LA,Clippers,LAC,clippers,240:00,0.583,0.417,0.403,0.117,0.429,0.123,0.169,0.175,0.286,0.29,0.71,0.864,0.136,0.528,0.472
0041900155,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.565,0.435,0.468,0.126,0.324,0.072,0.207,0.108,0.342,0.346,0.654,0.833,0.167,0.5,0.5
0041900155,1610612746,LA,Clippers,LAC,clippers,240:00,0.583,0.417,0.403,0.117,0.429,0.123,0.169,0.175,0.286,0.29,0.71,0.864,0.136,0.528,0.472
0041900155,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.565,0.435,0.468,0.126,0.324,0.072,0.207,0.108,0.342,0.346,0.654,0.833,0.167,0.5,0.5
0041900156,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.589,0.411,0.557,0.144,0.34,0.062,0.103,0.113,0.412,0.444,0.556,0.727,0.273,0.526,0.474
0041900156,1610612746,LA,Clippers,LAC,clippers,240:00,0.681,0.319,0.595,0.216,0.297,0.126,0.108,0.135,0.378,0.364,0.636,0.909,0.091,0.5,0.5
0041900156,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,0.589,0.411,0.557,0.144,0.34,0.062,0.103,0.113,0.412,0.444,0.556,0.727,0.273,0.526,0.474
0041900156,1610612746,LA,Clippers,LAC,clippers,240:00,0.681,0.319,0.595,0.216,0.297,0.126,0.108,0.135,0.378,0.364,0.636,0.909,0.091,0.5,0.5
0041900161,1610612743,Denver,Nuggets,DEN,nuggets,265:00,0.568,0.432,0.4,0.104,0.489,0.104,0.111,0.141,0.296,0.37,0.63,0.591,0.409,0.469,0.531
0041900161,1610612762,Utah,Jazz,UTA,jazz,265:00,0.515,0.485,0.48,0.064,0.384,0.024,0.136,0.104,0.416,0.333,0.667,0.5,0.5,0.391,0.609
0041900161,1610612743,Denver,Nuggets,DEN,nuggets,265:00,0.568,0.432,0.4,0.104,0.489,0.104,0.111,0.141,0.296,0.37,0.63,0.591,0.409,0.469,0.531
0041900161,1610612762,Utah,Jazz,UTA,jazz,265:00,0.515,0.485,0.48,0.064,0.384,0.024,0.136,0.104,0.416,0.333,0.667,0.5,0.5,0.391,0.609
0041900162,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.667,0.333,0.457,0.19,0.371,0.048,0.171,0.086,0.267,0.458,0.542,0.846,0.154,0.595,0.405
0041900162,1610612762,Utah,Jazz,UTA,jazz,240:00,0.494,0.506,0.403,0.016,0.484,0.04,0.113,0.129,0.387,0.68,0.32,0.75,0.25,0.711,0.289
0041900162,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.667,0.333,0.457,0.19,0.371,0.048,0.171,0.086,0.267,0.458,0.542,0.846,0.154,0.595,0.405
0041900162,1610612762,Utah,Jazz,UTA,jazz,240:00,0.494,0.506,0.403,0.016,0.484,0.04,0.113,0.129,0.387,0.68,0.32,0.75,0.25,0.711,0.289
0041900163,1610612762,Utah,Jazz,UTA,jazz,240:00,0.56,0.44,0.403,0.016,0.435,0.065,0.161,0.129,0.387,0.48,0.52,0.833,0.167,0.628,0.372
0041900163,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.568,0.432,0.483,0.115,0.414,0.092,0.103,0.092,0.368,0.476,0.524,0.833,0.167,0.606,0.394
0041900163,1610612762,Utah,Jazz,UTA,jazz,240:00,0.56,0.44,0.403,0.016,0.435,0.065,0.161,0.129,0.387,0.48,0.52,0.833,0.167,0.628,0.372
0041900163,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.568,0.432,0.483,0.115,0.414,0.092,0.103,0.092,0.368,0.476,0.524,0.833,0.167,0.606,0.394
0041900164,1610612762,Utah,Jazz,UTA,jazz,240:00,0.603,0.397,0.434,0.047,0.326,0.039,0.24,0.054,0.388,0.25,0.75,0.5,0.5,0.333,0.667
0041900164,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.56,0.44,0.504,0.142,0.402,0.031,0.094,0.087,0.362,0.438,0.563,0.647,0.353,0.51,0.49
0041900164,1610612762,Utah,Jazz,UTA,jazz,240:00,0.603,0.397,0.434,0.047,0.326,0.039,0.24,0.054,0.388,0.25,0.75,0.5,0.5,0.333,0.667
0041900164,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.56,0.44,0.504,0.142,0.402,0.031,0.094,0.087,0.362,0.438,0.563,0.647,0.353,0.51,0.49
0041900165,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.588,0.412,0.462,0.154,0.41,0.103,0.128,0.154,0.308,0.259,0.741,0.938,0.063,0.512,0.488
0041900165,1610612762,Utah,Jazz,UTA,jazz,240:00,0.564,0.436,0.43,0.0,0.449,0.121,0.121,0.168,0.43,0.478,0.522,0.75,0.25,0.59,0.41
0041900165,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.588,0.412,0.462,0.154,0.41,0.103,0.128,0.154,0.308,0.259,0.741,0.938,0.063,0.512,0.488
0041900165,1610612762,Utah,Jazz,UTA,jazz,240:00,0.564,0.436,0.43,0.0,0.449,0.121,0.121,0.168,0.43,0.478,0.522,0.75,0.25,0.59,0.41
0041900166,1610612762,Utah,Jazz,UTA,jazz,240:00,0.52,0.48,0.299,0.037,0.505,0.121,0.196,0.14,0.262,0.5,0.5,0.667,0.333,0.588,0.412
0041900166,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.493,0.507,0.353,0.084,0.454,0.092,0.193,0.118,0.269,0.571,0.429,0.556,0.444,0.564,0.436
0041900166,1610612762,Utah,Jazz,UTA,jazz,240:00,0.52,0.48,0.299,0.037,0.505,0.121,0.196,0.14,0.262,0.5,0.5,0.667,0.333,0.588,0.412
0041900166,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.493,0.507,0.353,0.084,0.454,0.092,0.193,0.118,0.269,0.571,0.429,0.556,0.444,0.564,0.436
0041900167,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.627,0.373,0.575,0.225,0.3,0.063,0.125,0.163,0.35,0.565,0.435,1.0,0.0,0.677,0.323
0041900167,1610612762,Utah,Jazz,UTA,jazz,240:00,0.57,0.43,0.564,0.051,0.308,0.154,0.128,0.256,0.513,0.455,0.545,0.75,0.25,0.533,0.467
0041900167,1610612743,Denver,Nuggets,DEN,nuggets,240:00,0.627,0.373,0.575,0.225,0.3,0.063,0.125,0.163,0.35,0.565,0.435,1.0,0.0,0.677,0.323
0041900167,1610612762,Utah,Jazz,UTA,jazz,240:00,0.57,0.43,0.564,0.051,0.308,0.154,0.128,0.256,0.513,0.455,0.545,0.75,0.25,0.533,0.467
0041900171,1610612745,Houston,Rockets,HOU,rockets,240:00,0.416,0.584,0.374,0.016,0.488,0.106,0.138,0.154,0.358,0.435,0.565,0.75,0.25,0.581,0.419
0041900171,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,0.583,0.417,0.444,0.093,0.361,0.019,0.194,0.056,0.352,0.458,0.542,0.846,0.154,0.595,0.405
0041900171,1610612745,Houston,Rockets,HOU,rockets,240:00,0.416,0.584,0.374,0.016,0.488,0.106,0.138,0.154,0.358,0.435,0.565,0.75,0.25,0.581,0.419
0041900171,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,0.583,0.417,0.444,0.093,0.361,0.019,0.194,0.056,0.352,0.458,0.542,0.846,0.154,0.595,0.405
0041900172,1610612745,Houston,Rockets,HOU,rockets,240:00,0.385,0.615,0.342,0.036,0.514,0.108,0.144,0.117,0.306,0.316,0.684,0.789,0.211,0.553,0.447
0041900172,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,0.595,0.405,0.49,0.122,0.337,0.051,0.173,0.082,0.367,0.292,0.708,0.727,0.273,0.429,0.571
0041900172,1610612745,Houston,Rockets,HOU,rockets,240:00,0.385,0.615,0.342,0.036,0.514,0.108,0.144,0.117,0.306,0.316,0.684,0.789,0.211,0.553,0.447
0041900172,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,0.595,0.405,0.49,0.122,0.337,0.051,0.173,0.082,0.367,0.292,0.708,0.727,0.273,0.429,0.571
0041900173,1610612760,Oklahoma City,Thunder,OKC,thunder,265:00,0.554,0.446,0.454,0.151,0.353,0.092,0.193,0.134,0.303,0.333,0.667,0.786,0.214,0.488,0.512
